"id","candidate_list_id","proposition_id","creation_date","update_date","comment_candidate_list","comment_association","status","candidat_e","cityId","city","proposition","category","category_id"
"39","8","5","2025-12-13 17:54:57","2026-01-05 21:39:35",NULL,NULL,"accepted","Loïc Prud'homme","5","Bègles","Généraliser le panneau M12 au grand format","Circuler dans la Métropole","1"
"40","8","39","2025-12-13 20:27:25","2026-01-05 21:39:35",NULL,NULL,"accepted","Loïc Prud'homme","5","Bègles","Améliorer les traversées dangereuses au-dessus de la rocade","Circuler dans la Métropole","1"
"41","8","4","2025-12-13 20:33:22","2025-12-13 20:33:22","Etant donnée l'étendue de Bordeaux Métropole, une application uniforme allant jusqu'à Ambès ne ferait pas sens. Cela serait inadapté aux infrastructures, spécificités des territoires et aux usages.",NULL,"refused","Loïc Prud'homme","5","Bègles","Soutenir la mise en place et la communication pour une métropole à 30 km/h","Circuler dans la Métropole","1"
"42","8","41","2025-12-13 20:37:17","2025-12-13 20:37:17","Sans oublier l'aide à l'achat de vélo à mécanique musculaire de seconde main dans les réseaux associatifs et les entreprises locales.",NULL,"accepted","Loïc Prud'homme","5","Bègles","Proposer des aides à l'achat de vélos électriques ou cargos","Elaborer un Plan vélo","7"
"43","8","13","2025-12-13 22:11:49","2026-01-05 21:39:35",NULL,NULL,"accepted","Loïc Prud'homme","5","Bègles","Éviter les couloirs partagés Bus/vélo","Circuler dans mon Quartier","2"
"44","8","16","2025-12-13 22:12:18","2026-01-05 21:39:35",NULL,NULL,"accepted","Loïc Prud'homme","5","Bègles","Généraliser les trottoirs traversants","Les piétons","3"
"45","24","1","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Poursuivre le développement du ReVE en respectant l’ambition et les standards votés en 2021.","Circuler dans la Métropole","1"
"46","24","2","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Accélérer le déploiement du ReVE pour tenir l’échéance de livraison fixée à 2030","Circuler dans la Métropole","1"
"47","24","4","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Soutenir la mise en place et la communication pour une métropole à 30 km/h","Circuler dans la Métropole","1"
"48","24","5","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Généraliser le panneau M12 au grand format","Circuler dans la Métropole","1"
"49","24","6","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Renforcer le Service Modes Actifs en moyens humains, financiers, et décisionnels.","Circuler dans la Métropole","1"
"50","24","7","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Créer et mettre en place une charte de chantier pour prendre en compte les cyclistes et les piéton⋅nes lors des travaux de voirie","Circuler dans la Métropole","1"
"51","24","38","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Soutenir la création d’une piste cyclable en site propre sur les boulevards","Circuler dans la Métropole","1"
"52","24","39","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Améliorer les traversées dangereuses au-dessus de la rocade","Circuler dans la Métropole","1"
"53","24","8","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Privilégier dans l’ordre piéton⋅nes, vélos, transports en commun, puis l’espace alloué à la voiture individuelle","Circuler dans mon Quartier","2"
"54","24","9","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Repenser les plans de circulation de chaque quartier en limitant le transit motorisé","Circuler dans mon Quartier","2"
"55","24","10","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Connecter les quartiers au ReVE ou aux grandes pistes de la métropole avec des aménagements cyclables tels que des vélorues.","Circuler dans mon Quartier","2"
"56","24","11","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Marquer les entrées de quartier pour créer un effet de porte très lisible","Circuler dans mon Quartier","2"
"57","24","12","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Augmenter l'espace consacré aux modes actifs en diminuant notamment le stationnement en voirie.","Circuler dans mon Quartier","2"
"58","24","13","2025-12-22 18:30:49","2025-12-22 18:30:49","Difficile à mettre en oeuvre sur la commune car les aménagements du bus G sont récents",NULL,"refused","Andrea Kiss","16","Le Haillan","Éviter les couloirs partagés Bus/vélo","Circuler dans mon Quartier","2"
"59","24","14","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Développer des cœurs de quartier piéton ainsi que des trames piétonnes","Les piétons","3"
"60","24","15","2025-12-22 18:30:49","2025-12-22 18:30:49","Pas adapté à l'échelle de la commune. La cohabitation est encore possible au Haillan ;)",NULL,"refused","Andrea Kiss","16","Le Haillan","Proposer une alternative cyclable aux principaux axes piétons","Les piétons","3"
"61","24","16","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Généraliser les trottoirs traversants","Les piétons","3"
"62","24","17","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Réaliser des trottoirs plats","Les piétons","3"
"63","24","18","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Mettre en place le Savoir Rouler À Vélo (SRAV) jusqu’au niveau 3","Les écoles","4"
"64","24","19","2025-12-22 18:30:49","2025-12-22 18:30:49","Nos écoles n'ont aucune sortie donnant sur des rues circulées. Nous ne sommes pas concernés.",NULL,"refused","Andrea Kiss","16","Le Haillan","Transformer les rues des écoles en lieux de vie sans voiture","Les écoles","4"
"65","24","20","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Mettre en place et soutenir des initiatives pour inciter et faciliter le déplacement des enfants à vélo ou à pied","Les écoles","4"
"66","24","21","2025-12-22 18:30:49","2025-12-22 18:30:49","Non concernés sur le commune mais favorables ailleurs",NULL,"refused","Andrea Kiss","16","Le Haillan","Proposer des stationnements sécurisés, faciles d’accès, et quantitativement adaptés à chaque gare ou pôle multimodal.","Intermodalité et stationnements","5"
"67","24","22","2025-12-22 18:30:49","2025-12-22 18:30:49","Non concernés sur la commune mais favorables ailleurs",NULL,"refused","Andrea Kiss","16","Le Haillan","Développer des parkings sécurisés type Metstation dans les secteurs de stationnement tendus et les pôles d’intérêt majeurs","Intermodalité et stationnements","5"
"68","24","23","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Proposer une offre simplifiée, unique, sans abonnement, permettant l’accès à l’ensemble du stationnement de la métropole","Intermodalité et stationnements","5"
"69","24","24","2025-12-22 18:30:49","2025-12-22 18:30:49","Non concernés compte tenu de l'habitat (maisons individuelles permettant le stationnement ou collectifs récents proposant du stationnement vélo)",NULL,"refused","Andrea Kiss","16","Le Haillan","Multiplier le nombre de Vélobox dans les quartiers.","Intermodalité et stationnements","5"
"70","24","40","2025-12-22 18:30:49","2025-12-22 18:30:49","Non concernés car Le Haillan est en extrarocade.",NULL,"refused","Andrea Kiss","16","Le Haillan","Renforcer le maillage territorial du « vélo par TBM »","Intermodalité et stationnements","5"
"71","24","25","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Uniformiser la couleur des aménagements cyclables","Guide aménagements Sécurité et confort","6"
"72","24","26","2025-12-22 18:30:49","2025-12-22 18:30:49","Impossible de s'engager totalement sur cet item en raison des pluies importantes et de la nécessité de laisser s'infiltrer l'eau sur les trottoirs, en particulier dans les zones pavillonnaires (hors itinéraires PAVE).",NULL,"refused","Andrea Kiss","16","Le Haillan","Ne plus utiliser le stabilisé et le béton pour les trottoirs et pistes cyclables","Guide aménagements Sécurité et confort","6"
"73","24","27","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Généraliser la création de trottoirs et pistes traversantes","Guide aménagements Sécurité et confort","6"
"74","24","28","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Aménager des trottoirs plats sans “bateaux”","Guide aménagements Sécurité et confort","6"
"75","24","29","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Réaliser tous les aménagements cyclables sans bordures","Guide aménagements Sécurité et confort","6"
"76","24","30","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Généraliser les arrêts de bus flottants","Guide aménagements Sécurité et confort","6"
"77","24","31","2025-12-22 18:30:49","2025-12-22 18:30:49","OK partout où ce sera possible",NULL,"accepted","Andrea Kiss","16","Le Haillan","Créer une zone tampon pour mettre à distance du stationnement les bandes/pistes cyclables pour éviter le risque d’emportiérage","Guide aménagements Sécurité et confort","6"
"78","24","32","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Sécuriser les sas vélo en peignant leur emprise sur la chaussée, et en retirant le petit feu tricolore du bas","Guide aménagements Sécurité et confort","6"
"79","24","33","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Réaliser tous les giratoires sur le principe des ronds-points hollandais.","Guide aménagements Sécurité et confort","6"
"80","24","34","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Elaborer un plan vélo à l’échelle de ma commune","Elaborer un Plan vélo","7"
"81","24","35","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Respecter la loi LOM (L228-2 du code de l’environnement)","Elaborer un Plan vélo","7"
"82","24","36","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Communiquer favorablement et régulièrement sur le vélo","Elaborer un Plan vélo","7"
"83","24","37","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Organiser des rencontres avec les associations","Elaborer un Plan vélo","7"
"84","24","41","2025-12-22 18:30:49","2025-12-22 18:30:49",NULL,NULL,"accepted","Andrea Kiss","16","Le Haillan","Proposer des aides à l'achat de vélos électriques ou cargos","Elaborer un Plan vélo","7"
"85","8","20","2026-01-05 09:17:18","2026-01-05 21:39:35",NULL,NULL,"accepted","Loïc Prud'homme","5","Bègles","Mettre en place et soutenir des initiatives pour inciter et faciliter le déplacement des enfants à vélo ou à pied","Les écoles","4"
"86","8","23","2026-01-05 09:17:18","2026-01-05 21:39:35",NULL,NULL,"accepted","Loïc Prud'homme","5","Bègles","Proposer une offre simplifiée, unique, sans abonnement, permettant l’accès à l’ensemble du stationnement de la métropole","Intermodalité et stationnements","5"
"87","8","24","2026-01-05 09:17:18","2026-01-05 21:39:35",NULL,NULL,"accepted","Loïc Prud'homme","5","Bègles","Multiplier le nombre de Vélobox dans les quartiers.","Intermodalité et stationnements","5"
"88","8","40","2026-01-05 09:17:18","2026-01-05 21:39:35",NULL,NULL,"accepted","Loïc Prud'homme","5","Bègles","Renforcer le maillage territorial du « vélo par TBM »","Intermodalité et stationnements","5"
"89","8","27","2026-01-05 09:17:18","2026-01-05 21:39:35",NULL,NULL,"accepted","Loïc Prud'homme","5","Bègles","Généraliser la création de trottoirs et pistes traversantes","Guide aménagements Sécurité et confort","6"
"90","8","34","2026-01-05 09:17:18","2026-01-05 21:39:35",NULL,NULL,"accepted","Loïc Prud'homme","5","Bègles","Elaborer un plan vélo à l’échelle de ma commune","Elaborer un Plan vélo","7"
"91","8","35","2026-01-05 09:17:18","2026-01-05 21:39:35",NULL,NULL,"accepted","Loïc Prud'homme","5","Bègles","Respecter la loi LOM (L228-2 du code de l’environnement)","Elaborer un Plan vélo","7"
"92","8","30","2026-01-05 21:39:35","2026-01-05 21:39:35",NULL,NULL,"accepted","Loïc Prud'homme","5","Bègles","Généraliser les arrêts de bus flottants","Guide aménagements Sécurité et confort","6"
"93","14","1","2026-01-07 22:20:45","2026-01-07 22:20:45","Sur Bègles, le tracé du REVE n°4 sera fini d'ici les échéances électorales de mars 2026.
Le tracé du REVE n°14 a fait quant à lui l'objet de nombreuses propositions et réflexions côté majorité municipale sur ce mandat, mais cela n'a pas aboutit faute de financement côté métropole (et plan de charge de agents).",NULL,"accepted","Clément Rossignol Puech","5","Bègles","Poursuivre le développement du ReVE en respectant l’ambition et les standards votés en 2021.","Circuler dans la Métropole","1"
"94","14","2","2026-01-07 22:20:45","2026-01-07 22:20:45",NULL,NULL,"accepted","Clément Rossignol Puech","5","Bègles","Accélérer le déploiement du ReVE pour tenir l’échéance de livraison fixée à 2030","Circuler dans la Métropole","1"
"95","14","4","2026-01-07 22:20:45","2026-01-07 22:20:45","Si cela se réalise sur le format de Grenoble Métropole (avec des communes non comprises dans la dynamique car leur situation étant inappropriée à du ""ville 30"" ; notamment les communes très excentrées), évidemment oui.",NULL,"accepted","Clément Rossignol Puech","5","Bègles","Soutenir la mise en place et la communication pour une métropole à 30 km/h","Circuler dans la Métropole","1"
"96","14","5","2026-01-07 22:20:45","2026-01-07 22:20:45","Déjà effectué sur ce mandat, ça a été une de nos 1ère demande à BM en 2020 (M12 + SAS vélo + DSC sur toutes les rues où cela peut se faire, et évidemment sur toutes les rues où cela DOIT se faire car obligation réglementaire...notamment les DSC).

Il y a eu des retards sur la réalisation des DSC entre 2020 et 2026, car cela est beaucoup plus chronophage en terme d'études pour les services de BM qui nous accompagnent. Toutefois, un listing des rues concernées est tenu et actualisé, nous permettant de tendre vers le 100% en DSC sur notre commune (qui est en ville 30 intégrale sur l'intérieur rocade). Il reste aujourd'hui une 10aine de rues sur la commune qui n'ont pas encore de DSC.",NULL,"accepted","Clément Rossignol Puech","5","Bègles","Généraliser le panneau M12 au grand format","Circuler dans la Métropole","1"
"97","14","6","2026-01-07 22:20:45","2026-01-07 22:20:45",NULL,NULL,"accepted","Clément Rossignol Puech","5","Bègles","Renforcer le Service Modes Actifs en moyens humains, financiers, et décisionnels.","Circuler dans la Métropole","1"
"98","14","7","2026-01-07 22:20:45","2026-01-07 22:20:45","Elle existe déjà, mais elle peine à être suivie (car elle nécessite un suivi assidu des chantiers menés par les entreprises privées).",NULL,"accepted","Clément Rossignol Puech","5","Bègles","Créer et mettre en place une charte de chantier pour prendre en compte les cyclistes et les piéton⋅nes lors des travaux de voirie","Circuler dans la Métropole","1"
"99","14","38","2026-01-07 22:20:45","2026-01-07 22:20:45",NULL,NULL,"accepted","Clément Rossignol Puech","5","Bègles","Soutenir la création d’une piste cyclable en site propre sur les boulevards","Circuler dans la Métropole","1"
"100","14","39","2026-01-07 22:20:45","2026-01-07 22:20:45",NULL,NULL,"accepted","Clément Rossignol Puech","5","Bègles","Améliorer les traversées dangereuses au-dessus de la rocade","Circuler dans la Métropole","1"
"101","14","8","2026-01-07 22:20:45","2026-01-07 22:20:45","+ la végétalisation de nos espaces publics
+ la pose de mobilier urbain pour répondre aux besoins des piétons notamment (bancs)

Cela se verra notamment sur le futur aménagement de la route de Toulouse, où cette graduation a été portée par la ville de Bègles et de Bordeaux.",NULL,"accepted","Clément Rossignol Puech","5","Bègles","Privilégier dans l’ordre piéton⋅nes, vélos, transports en commun, puis l’espace alloué à la voiture individuelle","Circuler dans mon Quartier","2"
"102","14","9","2026-01-07 22:20:45","2026-01-07 22:20:45","Le quartier Nord-Ouest de Bègles à déjà été traité dans ce sens.
Une étude a été lancée sur le quartier Nord-Est de Bègles en 2025, elle atterrira en début de mandat prochain.

Les grands axes du coeur de Bègles ont également fait l'objet de modification des sens de circulation, au profit notamment de l'arrivé du bus express.",NULL,"accepted","Clément Rossignol Puech","5","Bègles","Repenser les plans de circulation de chaque quartier en limitant le transit motorisé","Circuler dans mon Quartier","2"
"103","14","10","2026-01-07 22:20:45","2026-01-07 22:20:45","Un axe de vélorue existe déjà sur Bègles (Pasteur - Jaurès - Berthelot Nord).

Deux autres axes ont déjà leurs études validées, et ne demandent plus qu'à être réalisés (Joffre - Verdun, et Sembat).

Des études seront également lancées sur :
   - Berthelot Sud - Gounod - Laverny,
   - République,
   - et Anatole France - Curie - Lapelleterie - Foch - rue du Prêche - allée Boyer.",NULL,"accepted","Clément Rossignol Puech","5","Bègles","Connecter les quartiers au ReVE ou aux grandes pistes de la métropole avec des aménagements cyclables tels que des vélorues.","Circuler dans mon Quartier","2"
"104","14","11","2026-01-07 22:20:45","2026-01-07 22:20:45","Déjà réalisé (avec notamment des marquages ""VILLE 30"" et de nombreux panneaux de signalisation).",NULL,"accepted","Clément Rossignol Puech","5","Bègles","Marquer les entrées de quartier pour créer un effet de porte très lisible","Circuler dans mon Quartier","2"
"105","14","12","2026-01-07 22:20:45","2026-01-07 22:20:45","Dynamique déjà en court
Projet de piétonnisation et de création d'aménagements cyclables en sites propres.",NULL,"accepted","Clément Rossignol Puech","5","Bègles","Augmenter l'espace consacré aux modes actifs en diminuant notamment le stationnement en voirie.","Circuler dans mon Quartier","2"
"106","14","13","2026-01-07 22:20:45","2026-01-07 22:20:45","Dans la mesure du possible oui.
Mais sur les axes où l'emprise est extrêmement limitée, nous ne pouvons hélas faire autrement (exemple : Lerousseau - Gambetta). Toutefois, cela fonctionne très bien pour les cyclistes.",NULL,"accepted","Clément Rossignol Puech","5","Bègles","Éviter les couloirs partagés Bus/vélo","Circuler dans mon Quartier","2"
"107","14","14","2026-01-07 22:20:45","2026-01-07 22:20:45","Dynamique déjà en court (""école sans voiture"", création de zones de rencontre, etc.)
Projet de piétonnisation",NULL,"accepted","Clément Rossignol Puech","5","Bègles","Développer des cœurs de quartier piéton ainsi que des trames piétonnes","Les piétons","3"
"108","14","15","2026-01-07 22:20:45","2026-01-07 22:20:45","Dynamique déjà en court",NULL,"accepted","Clément Rossignol Puech","5","Bègles","Proposer une alternative cyclable aux principaux axes piétons","Les piétons","3"
"109","14","16","2026-01-07 22:20:45","2026-01-07 22:20:45","Dynamique déjà en court",NULL,"accepted","Clément Rossignol Puech","5","Bègles","Généraliser les trottoirs traversants","Les piétons","3"
"110","14","17","2026-01-07 22:20:45","2026-01-07 22:20:45","1 million d'€ dédié aux trottoirs et au PAVE sur ce mandat (spécifiquement)
+ une enveloppe de 7 millions d'€ dédiés à la requalification de rue (FIC : rue Amédée Berque, rue Renaudel, etc.)
Nous poursuivrons cette dynamique si nous sommes réélus.",NULL,"accepted","Clément Rossignol Puech","5","Bègles","Réaliser des trottoirs plats","Les piétons","3"
"111","14","18","2026-01-07 22:20:45","2026-01-07 22:20:45","Déjà présent sur toutes nos écoles, en partenariat avec le service des sports notamment, mais également avec des associations.",NULL,"accepted","Clément Rossignol Puech","5","Bègles","Mettre en place le Savoir Rouler À Vélo (SRAV) jusqu’au niveau 3","Les écoles","4"
"112","14","19","2026-01-07 22:20:45","2026-01-07 22:20:45","Déjà réalisé sur le mandat 2020-2026",NULL,"accepted","Clément Rossignol Puech","5","Bègles","Transformer les rues des écoles en lieux de vie sans voiture","Les écoles","4"
"113","14","20","2026-01-07 22:20:45","2026-01-07 22:20:45","Dynamique déjà en court",NULL,"accepted","Clément Rossignol Puech","5","Bègles","Mettre en place et soutenir des initiatives pour inciter et faciliter le déplacement des enfants à vélo ou à pied","Les écoles","4"
"114","14","21","2026-01-07 22:20:45","2026-01-07 22:20:45","Dynamique déjà en court",NULL,"accepted","Clément Rossignol Puech","5","Bègles","Proposer des stationnements sécurisés, faciles d’accès, et quantitativement adaptés à chaque gare ou pôle multimodal.","Intermodalité et stationnements","5"
"115","14","22","2026-01-07 22:20:45","2026-01-07 22:20:45",NULL,NULL,"accepted","Clément Rossignol Puech","5","Bègles","Développer des parkings sécurisés type Metstation dans les secteurs de stationnement tendus et les pôles d’intérêt majeurs","Intermodalité et stationnements","5"
"116","14","23","2026-01-07 22:20:45","2026-01-07 22:20:45",NULL,NULL,"accepted","Clément Rossignol Puech","5","Bègles","Proposer une offre simplifiée, unique, sans abonnement, permettant l’accès à l’ensemble du stationnement de la métropole","Intermodalité et stationnements","5"
"117","14","24","2026-01-07 22:20:45","2026-01-07 22:20:45","Dynamique déjà en court (encore 4 posés en décembre 2025 sur la commune)",NULL,"accepted","Clément Rossignol Puech","5","Bègles","Multiplier le nombre de Vélobox dans les quartiers.","Intermodalité et stationnements","5"
"118","14","40","2026-01-07 22:20:45","2026-01-07 22:20:45",NULL,NULL,"accepted","Clément Rossignol Puech","5","Bègles","Renforcer le maillage territorial du « vélo par TBM »","Intermodalité et stationnements","5"
"119","14","25","2026-01-07 22:20:45","2026-01-07 22:20:45",NULL,NULL,"accepted","Clément Rossignol Puech","5","Bègles","Uniformiser la couleur des aménagements cyclables","Guide aménagements Sécurité et confort","6"
